Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49, Death_50, Death_51, Death_52, Death_53, Death_54, Death_55, Death_56, Death_57, Death_58, Death_59, Death_60, Death_61, Death_62, Death_63, Death_64, Death_65, Death_66, Death_67, Death_68, Death_69, Death_70, Death_71, Death_72, Death_73, Death_74, Death_75, Death_76, Death_77, Death_78, Death_79
923, 59, 56, 59, 68, 70, 59, 62, 63, 45, 56, 54, 46, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 57, 66, 62, 53, 48, 50, 56, 63, 57, 62, 62, 50, 59, 49, 64, 69, 67, 57, 72, 73, 56, 70, 49, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 52, 52, 66, 58, 57, 66, 60, 56, 51, 56, 56
924, 59, 56, 60, 68, 70, 59, 62, 63, 45, 57, 54, 46, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 58, 66, 62, 53, 48, 50, 56, 64, 57, 63, 62, 50, 59, 49, 64, 69, 68, 57, 72, 73, 56, 70, 49, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 52, 52, 66, 58, 57, 66, 60, 56, 51, 56, 56
925, 59, 56, 60, 68, 70, 59, 62, 63, 45, 57, 54, 46, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 62, 67, 56, 48, 59, 66, 62, 53, 48, 50, 56, 64, 57, 64, 62, 50, 59, 49, 64, 69, 68, 57, 72, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 60, 56, 51, 56, 56
926, 59, 56, 60, 68, 70, 59, 62, 63, 45, 57, 54, 46, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 63, 67, 56, 48, 59, 66, 62, 53, 48, 50, 56, 64, 57, 64, 62, 50, 59, 49, 64, 69, 68, 57, 72, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 60, 56, 51, 56, 56
927, 59, 56, 60, 68, 70, 59, 62, 63, 45, 57, 54, 46, 54, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 63, 67, 56, 48, 59, 66, 62, 53, 48, 50, 56, 64, 58, 64, 62, 50, 60, 49, 64, 69, 68, 57, 72, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
928, 59, 56, 60, 68, 70, 59, 62, 63, 45, 57, 54, 46, 54, 50, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 61, 63, 67, 56, 48, 59, 66, 62, 53, 48, 50, 56, 64, 58, 64, 62, 50, 60, 49, 64, 69, 68, 57, 73, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
929, 59, 56, 60, 68, 70, 59, 62, 63, 45, 57, 54, 46, 54, 50, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 61, 63, 67, 56, 48, 59, 66, 62, 53, 48, 50, 56, 64, 58, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
930, 59, 56, 60, 68, 70, 59, 63, 63, 46, 57, 54, 46, 54, 50, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 61, 63, 67, 56, 49, 59, 66, 62, 53, 48, 50, 56, 64, 59, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
931, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 50, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 61, 63, 67, 56, 49, 59, 66, 62, 53, 48, 50, 56, 64, 59, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
932, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 50, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 67, 56, 49, 59, 66, 62, 53, 48, 50, 56, 64, 59, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 70, 50, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
933, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 50, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 67, 56, 49, 59, 66, 62, 53, 48, 50, 56, 64, 59, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
934, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 51, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 67, 56, 49, 59, 66, 62, 54, 48, 50, 56, 64, 59, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
935, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 51, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 67, 56, 50, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 61, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
936, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 51, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 67, 56, 50, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 62, 63, 51, 59, 64, 54, 67, 52, 52, 66, 58, 57, 66, 61, 56, 51, 56, 56
937, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 51, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 67, 56, 50, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 73, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 62, 63, 51, 59, 64, 54, 67, 52, 53, 66, 58, 57, 66, 61, 56, 51, 56, 56
938, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 51, 39, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 68, 56, 50, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 74, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 59, 64, 54, 67, 52, 53, 66, 58, 57, 66, 61, 56, 51, 56, 56
939, 59, 56, 60, 68, 70, 60, 63, 63, 47, 57, 54, 46, 54, 51, 39, 62, 56, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 68, 56, 50, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 74, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 59, 64, 54, 67, 52, 53, 66, 58, 57, 66, 61, 56, 51, 56, 56
940, 59, 56, 60, 68, 70, 60, 63, 63, 48, 57, 54, 46, 54, 51, 39, 62, 56, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 62, 63, 68, 56, 51, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 74, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 59, 64, 54, 67, 52, 53, 66, 58, 57, 66, 61, 56, 51, 56, 56
941, 59, 56, 60, 68, 70, 60, 63, 63, 48, 57, 54, 46, 54, 51, 39, 62, 56, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 63, 63, 68, 56, 51, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 74, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 59, 64, 54, 67, 52, 53, 66, 58, 57, 66, 61, 56, 52, 56, 56
942, 59, 56, 60, 68, 70, 60, 63, 63, 48, 57, 54, 47, 54, 51, 39, 62, 56, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 63, 64, 68, 56, 51, 59, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 74, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 60, 64, 55, 67, 52, 53, 66, 58, 57, 66, 61, 56, 52, 56, 56
943, 59, 56, 60, 68, 71, 60, 63, 63, 48, 57, 54, 47, 54, 51, 39, 64, 56, 42, 55, 69, 61, 59, 61, 67, 65, 51, 59, 54, 63, 64, 68, 56, 51, 60, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 74, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 60, 64, 55, 67, 52, 53, 66, 58, 57, 66, 61, 56, 52, 56, 56
944, 59, 57, 60, 68, 71, 60, 63, 63, 48, 57, 54, 48, 54, 51, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 59, 54, 63, 64, 68, 56, 51, 60, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 68, 57, 74, 73, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 61, 64, 55, 67, 52, 53, 66, 58, 57, 66, 61, 56, 52, 56, 56
945, 59, 58, 60, 68, 71, 60, 63, 63, 49, 57, 54, 48, 54, 51, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 59, 54, 63, 64, 68, 56, 51, 60, 66, 62, 54, 48, 50, 56, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 57, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 61, 64, 56, 67, 52, 53, 66, 58, 58, 66, 61, 56, 52, 56, 56
946, 59, 58, 60, 68, 71, 60, 63, 63, 49, 57, 54, 48, 54, 51, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 59, 54, 63, 64, 68, 56, 51, 61, 67, 62, 54, 48, 50, 57, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 57, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 61, 64, 56, 67, 52, 53, 66, 58, 58, 66, 61, 56, 52, 56, 56
947, 59, 58, 60, 68, 71, 60, 63, 63, 49, 57, 54, 48, 54, 51, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 59, 54, 63, 64, 68, 56, 51, 61, 67, 62, 54, 48, 50, 57, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 57, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 61, 64, 56, 67, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
948, 59, 58, 60, 68, 71, 60, 63, 63, 49, 57, 54, 48, 54, 52, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 54, 63, 65, 68, 56, 51, 61, 67, 62, 54, 48, 50, 58, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 58, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 61, 64, 56, 67, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
949, 59, 58, 60, 68, 71, 60, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 54, 63, 65, 68, 56, 51, 62, 67, 62, 54, 48, 50, 58, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 61, 64, 56, 67, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
950, 59, 58, 60, 68, 71, 60, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 54, 63, 65, 68, 56, 51, 62, 67, 62, 54, 48, 50, 58, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 63, 63, 51, 61, 64, 56, 68, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
951, 59, 59, 60, 68, 71, 60, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 54, 63, 65, 68, 56, 51, 62, 67, 62, 54, 48, 50, 58, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 51, 61, 64, 56, 68, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
952, 59, 59, 60, 68, 71, 60, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 68, 56, 51, 62, 67, 62, 54, 48, 50, 58, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 51, 61, 64, 56, 68, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
953, 59, 59, 60, 68, 71, 60, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 68, 56, 51, 62, 67, 62, 54, 48, 50, 58, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 51, 61, 64, 56, 68, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
954, 59, 59, 60, 68, 71, 60, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 68, 56, 51, 62, 67, 62, 54, 48, 50, 58, 64, 60, 64, 62, 50, 60, 50, 64, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 51, 61, 64, 56, 69, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
955, 59, 59, 60, 68, 71, 61, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 62, 54, 48, 50, 58, 65, 61, 64, 62, 50, 60, 50, 65, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 51, 61, 64, 56, 69, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 56
956, 60, 59, 60, 68, 71, 61, 63, 63, 49, 57, 54, 49, 54, 53, 39, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 62, 54, 48, 50, 58, 65, 62, 65, 62, 50, 60, 50, 65, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 57
957, 60, 59, 60, 68, 71, 62, 63, 63, 49, 57, 54, 49, 54, 53, 40, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 48, 50, 58, 65, 63, 65, 62, 50, 60, 50, 65, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 57
958, 60, 59, 60, 69, 71, 62, 63, 63, 49, 57, 54, 49, 54, 53, 41, 64, 56, 42, 55, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 48, 50, 58, 65, 63, 65, 62, 50, 60, 50, 65, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 53, 66, 58, 59, 66, 61, 56, 52, 56, 57
959, 60, 59, 60, 69, 71, 62, 63, 63, 49, 57, 54, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 53, 66, 58, 59, 66, 61, 56, 55, 56, 57
960, 60, 59, 60, 69, 71, 62, 63, 63, 49, 57, 54, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 56, 55, 56, 57
961, 60, 59, 60, 69, 71, 62, 63, 63, 49, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 74, 74, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
962, 60, 59, 60, 70, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 74, 75, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
963, 60, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 74, 75, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
964, 61, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 75, 75, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
965, 61, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 62, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 75, 75, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
966, 61, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 62, 50, 61, 50, 65, 69, 69, 59, 75, 75, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
967, 61, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 67, 65, 51, 60, 55, 63, 65, 69, 56, 51, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 63, 50, 62, 50, 65, 69, 69, 59, 75, 75, 56, 71, 50, 57, 59, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
968, 61, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 51, 60, 55, 63, 65, 69, 56, 51, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 62, 50, 65, 69, 69, 59, 75, 75, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
969, 61, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 51, 60, 57, 63, 65, 69, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 62, 50, 65, 69, 69, 60, 75, 75, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 56, 57
970, 61, 59, 60, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 51, 60, 57, 63, 65, 69, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 62, 51, 65, 69, 69, 60, 75, 76, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 57, 57
971, 61, 59, 61, 71, 71, 62, 64, 63, 50, 57, 55, 49, 54, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 69, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 62, 51, 65, 69, 69, 60, 75, 76, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 57, 57
972, 61, 59, 62, 71, 71, 62, 64, 63, 50, 57, 55, 50, 55, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 69, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 62, 51, 65, 69, 69, 60, 75, 76, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 57, 57
973, 61, 59, 62, 71, 71, 62, 64, 63, 50, 57, 56, 50, 55, 53, 41, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 69, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 62, 51, 65, 69, 69, 60, 75, 76, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 57, 55, 57, 57
974, 61, 59, 62, 71, 71, 62, 64, 63, 50, 57, 56, 50, 55, 53, 42, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 69, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 63, 51, 65, 69, 69, 60, 75, 76, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 58, 55, 58, 57
975, 61, 59, 62, 71, 71, 62, 64, 63, 50, 57, 56, 50, 55, 53, 42, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 69, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 63, 52, 65, 69, 69, 60, 75, 76, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 58, 55, 58, 57
976, 61, 59, 62, 71, 71, 62, 64, 63, 50, 57, 56, 50, 55, 53, 42, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 70, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 63, 52, 65, 69, 69, 60, 75, 76, 56, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 58, 59, 66, 61, 58, 55, 58, 57
977, 61, 59, 62, 71, 71, 62, 64, 63, 50, 57, 56, 50, 55, 53, 42, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 70, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 64, 52, 65, 69, 69, 60, 75, 76, 57, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 59, 59, 66, 61, 58, 55, 58, 57
978, 61, 59, 62, 71, 71, 62, 64, 63, 50, 57, 56, 50, 55, 53, 42, 64, 56, 42, 56, 69, 62, 59, 61, 68, 65, 52, 60, 59, 63, 65, 70, 56, 52, 63, 67, 63, 54, 49, 50, 58, 65, 63, 65, 64, 50, 65, 52, 65, 69, 69, 60, 75, 76, 58, 71, 50, 57, 60, 80, 65, 56, 51, 64, 63, 52, 61, 64, 56, 69, 52, 54, 66, 59, 59, 66, 61, 58, 55, 58, 57
